id	port_name	lat	lon	unlocode	startTime	endTime	timezone	deleted	replacementPort	countryCode
AEAUH	Abu Dhabi	24.88151657	54.21394587	AEAUH	2018-01-31 12:01:40.5100000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEDAS	Das Island	25.14592804	52.90384769	AEDAS	2018-01-31 11:59:28.2600000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEDXB	Dubai	25.25	55.2666666666666	AEDXB	2018-01-31 11:57:26.1000000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEFJR	Fujairah	25.2118386841699	56.3676214451362	AEFJR	2018-03-06 01:20:24.0400000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEJEA	Jebel Ali	25.01126	55.06116	AEJEA	2018-05-17 06:33:25.6000000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEJED	Jebel Dhanna	24.1864	52.6554	AEJED	2018-03-06 04:31:41.4800000	9999-12-31 23:59:59.9900000	Asia/Dubai	True	AERUW	ARE
AEKHL	Khalifa	24.81004609	54.64445114	AEKHL	2018-05-03 02:38:47.9600000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEKLB	Kalba	25.01515	56.35978	AEKLB	2018-03-06 05:33:00.9100000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEKLF	Khor Fakkan	25.3333333333333	56.35	AEKLF	2018-03-06 05:27:59.5600000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEMBS	Mubarras Island	24.42532839	53.52689266	AEMBS	2018-01-31 12:00:45.8200000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEMSA	Mina Saqr	25.9723958676491	56.0565312138225	AEMSA	2018-03-06 02:41:53.9600000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEMZD	Mina Zayed	24.5166666666666	54.3666666666666	AEMZD	2018-03-06 03:04:01.2600000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AEOFJ	Fujairah	25.22527635	56.40462399	AEOFJ	2018-01-31 11:59:21.1800000	9999-12-31 23:59:59.9900000	Asia/Dubai	True	AEFJR	ARE
AEQIW	Umm Al Quwain	25.5666666666666	55.55	AEQIW	2018-01-31 12:00:52.3200000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AERKT	Ras Al Khaimah	25.7833333333333	55.95	AERKT	2018-02-15 10:59:01.7500000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AERUW	Ruwais	24.1411797595396	52.646396247007	AERUW	2018-03-06 04:46:45.6500000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AESHJ	Sharjah	25.4669014263559	55.5087925514029	AESHJ	2018-01-31 12:15:14.8600000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AESJH	Hamriyah SBM Oil Terminal	25.58500772	55.42757034	AESJH	2018-01-31 12:14:04.3600000	9999-12-31 23:59:59.9900000	Asia/Dubai	True	AESHJ	ARE
AEZUR	Zirku Island	25.01697391	52.97188997	AEZUR	2018-01-31 11:59:45.1500000	9999-12-31 23:59:59.9900000	Asia/Dubai	False	\N	ARE
AGFAM	Falmouth	17.0166666666666	-61.7833333333333	AGFAM	2018-03-22 06:28:43.2600000	9999-12-31 23:59:59.9900000	America/Antigua	False	\N	ATG
AGSJO	St John's (Antigua)	17.15367708	-61.87401295	AGSJO	2018-01-31 11:59:37.9500000	9999-12-31 23:59:59.9900000	America/Antigua	False	\N	ATG
AIRBY	Road Bay	18.17146038	-63.09001923	AIRBY	2018-02-23 08:20:08.7800000	9999-12-31 23:59:59.9900000	America/Anguilla	False	\N	AIA
ALDRZ	Durres	41.3157541583495	19.4501632637389	ALDRZ	2018-01-31 12:02:05.5900000	9999-12-31 23:59:59.9900000	Europe/Tirane	False	\N	ALB
ALRBY	Road Bay	18.17146038	-63.09001923	ALRBY	2018-02-23 08:16:05.5200000	9999-12-31 23:59:59.9900000	America/Nassau	True	AIRBY	\N
ALSAR	Sarande	39.8722368365328	20.0008048568407	ALSAR	2018-01-31 12:09:07.3900000	9999-12-31 23:59:59.9900000	Europe/Tirane	False	\N	ALB
ALSHG	Shengjin	41.8088853929931	19.587248995943	ALSHG	2018-01-31 12:03:26.3700000	9999-12-31 23:59:59.9900000	Europe/Tirane	False	\N	ALB
ALVOA	Vlore	40.4736088667394	19.4447144605021	ALVOA	2018-03-08 02:43:01.0200000	9999-12-31 23:59:59.9900000	Europe/Tirane	False	\N	ALB
AOLAD	Luanda	-8.69879623806613	13.3950379167033	AOLAD	2018-01-31 12:15:14.0100000	9999-12-31 23:59:59.9900000	Africa/Luanda	False	\N	AGO
AOLOB	Lobito	-12.332283	13.560106	AOLOB	2018-01-31 11:59:11.0600000	9999-12-31 23:59:59.9900000	Africa/Luanda	False	\N	AGO
AOMSZ	Namibe	-15.195278	12.150833	AOMSZ	2018-01-31 11:56:08.7900000	9999-12-31 23:59:59.9900000	Africa/Luanda	False	\N	AGO
AQSMT	San Martin	-32.66352551	-60.73069453	AQSMT	2018-01-31 11:57:24.7300000	9999-12-31 23:59:59.9900000	uninhabited	False	\N	ATA
ARASO	Arroyo Seco	-33.11973879	-60.51264167	ARASO	2018-01-31 11:57:50.3400000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARATU	Atucha	-33.95988219	-59.18685794	ARATU	2018-01-31 11:59:11.5200000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARBHI	Bahia Blanca	-38.78133284	-62.30268359	ARBHI	2018-01-31 11:59:35.6200000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARBUE	Buenos Aires	-34.63268707	-58.34407568	ARBUE	2018-01-31 11:55:18.9400000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARCMP	Campana	-34.14611218	-58.97709846	ARCMP	2018-01-31 12:01:35.1300000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARCRD	Comodoro Rivadavia	-45.8598083612627	-67.501306081722	ARCRD	2018-01-31 12:03:10.4800000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARDME	Diamante	-32.0683601809969	-60.6369336468646	ARDME	2018-01-31 12:04:39.7400000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARGLS	General Lagos	-33.1153438007578	-60.533255744646	ARGLS	2018-01-31 12:10:48.5300000	9999-12-31 23:59:59.9900000	America/Argentina/Cordoba	False	\N	ARG
ARIBY	Ibicuy	-33.7586375170156	-59.1787992297249	ARIBY	2018-01-31 12:05:28.0900000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARLIM	Lima Delta Dock	-34.016503	-59.133083	ARLIM	2018-01-31 12:16:00.6400000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARLPG	La Plata	-34.85	-57.8833333333333	ARLPG	2018-03-22 06:53:47.5600000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARLPS	Las Palmas	-34.053777	-59.134943	ARLPS	2018-03-22 07:20:52.7800000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARMDQ	Mar del Plata	-38.05	-57.5333333333333	ARMDQ	2018-04-20 07:27:28.1500000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARNEC	Necochea	-38.57195376	-58.71329784	ARNEC	2018-01-31 12:00:53.3500000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
AROYA	Goya	-29.128405	-59.26068	AROYA	2018-03-22 07:38:55.6500000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARPCO	Punta Colorada	-41.7	-65	ARPCO	2018-01-31 11:57:45.1600000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARPGV	Puerto Galvan	-38.7796421826178	-62.3037203801969	ARPGV	2018-01-31 12:05:22.5400000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARPMY	Puerto Madryn	-42.73487368	-65.02227187	ARPMY	2018-01-31 11:57:31.4300000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARPQU	Punta Quilla	-50.1310159364828	-68.4198340225373	ARPQU	2018-01-31 12:02:28.2800000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARPRA	Rio Parana Models.Port	-33.9025105579038	-58.8852613981172	ARPRA	2018-01-31 12:05:10.5700000	9999-12-31 23:59:59.9900000	America/Argentina/Cordoba	False	\N	ARG
ARPRS	Puerto Rosales	-39.3956965308536	-61.492299821548	ARPRS	2018-01-31 12:02:56.9200000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARPUD	Deseado	-47.7506295218977	-65.900738716645	ARPUD	2018-01-31 12:05:12.5000000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARRAM	Ramallo	-33.45347584	-60.03937125	ARRAM	2018-01-31 11:58:03.3700000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARRGA	Rio Grande (Argentina)	-53.7849	-67.6867	ARRGA	2018-01-31 12:15:34.5000000	9999-12-31 23:59:59.9900000	America/Argentina/Ushuaia	False	\N	ARG
ARRGL	Rio Gallegos	-51.625344406838	-68.9921204997707	ARRGL	2018-01-31 12:03:24.4300000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARROS	Rosario	-32.97859464	-60.6182456	ARROS	2018-01-31 11:56:06.6500000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARSAE	San Antonio Este	-40.8076419243039	-64.8932862223561	ARSAE	2018-01-31 12:03:22.3100000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARSFO	San Francisco	-31.4166666666666	-62.0666666666666	ARSFO	2018-01-31 12:13:10.0500000	9999-12-31 23:59:59.9900000	America/Argentina/Cordoba	False	\N	ARG
ARSLO	San Lorenzo	-32.7343792	-60.72757244	ARSLO	2018-01-31 11:56:02.6500000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARSNS	San Nicolas de los Arroyos	-33.3527407	-60.17328858	ARSNS	2018-01-31 11:56:23.9100000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARSPD	San Pedro	-33.678908	-59.66149	ARSPD	2018-01-31 12:00:14.0900000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARULA	San Julian	-49.3	-67.7166666666666	ARULA	2018-01-31 12:00:37.7100000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARUSH	Ushuaia	-54.80899732	-68.30489337	ARUSH	2018-01-31 12:00:38.4600000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARVCN	Villa Constitucion	-33.21986575	-60.33001006	ARVCN	2018-01-31 11:58:37.1200000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARVIA	Victoria	-34.45	-58.5333333333333	ARVIA	2018-01-31 12:13:29.0000000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
ARZAE	Zarate	-34.05181051	-59.04007673	ARZAE	2018-01-31 11:58:00.3800000	9999-12-31 23:59:59.9900000	America/Argentina/Buenos_Aires	False	\N	ARG
AUABP	Abbott Point	-19.8983	148.0712	AUABP	2018-01-31 12:15:33.8400000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUADL	Adelaide	-34.78117017	138.4756279	AUADL	2018-01-31 12:00:03.7200000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUAGA	Malaga	-31.85	115.9	AUAGA	2018-01-31 12:13:06.7000000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUAGS	Augusta	-34.3166666666666	115.166666666666	AUAGS	2018-01-31 12:13:24.8000000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUAIR	Airlie Terminal	-21.3252320730834	115.162536548398	AUAIR	2018-01-31 12:08:08.9500000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUALH	Albany	-35.034	117.8965	AUALH	2018-01-31 12:15:56.7000000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUALX	Alexandria	-33.911464	151.192024	AUALX	2018-01-31 12:13:25.0100000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUARD	Ardrossan	-34.4245633558412	137.914202430079	AUARD	2018-01-31 12:11:16.7500000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUBAH	Ballast Head	-35.7560610804618	137.803912654771	AUBAH	2018-01-31 12:08:01.0300000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUBBG	Bing Bong	-15.6169685815911	136.377117973385	AUBBG	2018-01-31 12:07:31.7800000	9999-12-31 23:59:59.9900000	Australia/Darwin	False	\N	AUS
AUBEL	Bell Bay	-40.88	146.55	AUBEL	2018-03-22 08:10:01.1100000	9999-12-31 23:59:59.9900000	Australia/Hobart	False	\N	AUS
AUBME	Broome	-17.9641491557505	122.238068107408	AUBME	2018-01-31 12:03:20.0300000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUBNE	Brisbane	-27.41083332	153.14763308	AUBNE	2018-01-31 12:15:37.8000000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUBRN	Burnside	-37.753865	144.75419	AUBRN	2018-01-31 11:57:14.2400000	9999-12-31 23:59:59.9900000	Australia/Melbourne	True	USUDE	AUS
AUBTB	Botany Bay (Sydney Area)	-33.97212578	151.21150397	AUBTB	2018-01-31 12:00:57.7400000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUBUY	Bunbury	-33.322779	115.66711619	AUBUY	2018-04-30 06:55:07.3600000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUBWT	Burnie	-41.05537415	145.9172745	AUBWT	2018-03-23 06:49:31.8500000	9999-12-31 23:59:59.9900000	Australia/Tasmania	False	\N	AUS
AUCCU	Cape Cuvier	-24.2255556	113.3875	AUCCU	2018-01-31 11:55:21.5200000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUCDU	Camden	-34.068398	150.696038	AUCDU	2018-01-31 12:12:16.2900000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUCNS	Cairns	-16.9203338	145.7708595	AUCNS	2018-03-23 07:06:39.3400000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUCPN	Cape Preston	-20.76892432637	116.154393256482	AUCPN	2018-01-31 12:04:58.6200000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUCVQ	Carnarvon	-24.8870815317143	113.651735080347	AUCVQ	2018-01-31 12:04:19.8200000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUDAM	Dampier	-20.6599	116.8193	AUDAM	2018-01-31 12:15:32.6600000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUDIT	Dalrymple Bay	-21.2497941226845	149.251248070659	AUDIT	2018-02-26 09:53:35.4000000	9999-12-31 23:59:59.9900000	Australia/Brisbane	True	AUHPT	AUS
AUDPO	Devonport	-41.1392730926095	146.371276563876	AUDPO	2018-01-31 12:05:27.5400000	9999-12-31 23:59:59.9900000	Australia/Hobart	False	\N	AUS
AUDRB	Derby	-17.2927730606968	123.616944048226	AUDRB	2018-01-31 12:01:49.2300000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUDRW	Darwin	-12.45	130.833333333333	AUDRW	2018-01-31 11:59:57.8700000	9999-12-31 23:59:59.9900000	Australia/Darwin	False	\N	AUS
AUEPR	Esperance	-33.8594128	121.8932484	AUEPR	2018-01-31 11:59:39.3100000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUFRE	Fremantle	-32.0560399	115.7471797	AUFRE	2018-01-31 11:56:00.6000000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUGET	Geraldton	-28.7732192	114.6096326	AUGET	2018-01-31 12:11:52.3300000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUGEX	Geelong	-38.08873558	144.38479051	AUGEX	2018-01-31 11:56:12.4000000	9999-12-31 23:59:59.9900000	Australia/Hobart	False	\N	AUS
AUGLT	Gladstone	-23.8446	151.2054	AUGLT	2018-05-02 06:24:50.2400000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	USA
AUGOV	Gove	-12.2483400683978	136.743967024904	AUGOV	2018-01-31 12:10:04.1500000	9999-12-31 23:59:59.9900000	Australia/Darwin	False	\N	AUS
AUGTE	Groote Eylandt	-13.860245	136.4166	AUGTE	2018-01-31 12:14:08.8000000	9999-12-31 23:59:59.9900000	Australia/Darwin	False	\N	AUS
AUHAL	Halifax	-18.5833333333333	146.283333333333	AUHAL	2018-01-31 12:13:30.4500000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUHBA	Hobart	-42.8571604976008	147.328235627628	AUHBA	2018-01-31 12:16:00.8000000	9999-12-31 23:59:59.9900000	Australia/Hobart	False	\N	AUS
AUHPT	Hay Point	-21.2562088943845	149.30638306949	AUHPT	2018-02-26 09:54:35.7800000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUJEB	Jervis Bay	-35.136312165286	150.704020875653	AUJEB	2018-01-31 12:07:26.3100000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUKBY	Streaky Bay	-32.7911999148096	134.208489516772	AUKBY	2018-01-31 12:05:12.7800000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUKGC	Kingscote	-35.6510822487874	137.644393086838	AUKGC	2018-01-31 12:07:26.5400000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUKGN	Kingston	-35.3	149.133333333333	AUKGN	2018-02-26 01:44:51.8800000	9999-12-31 23:59:59.9900000	Australia/Sydney	True	AUKIT	AUS
AUKIT	Kingston	-36.8258189135798	139.846496607637	AUKIT	2018-02-26 01:44:51.8600000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUKLP	Klein Point	-34.9580100332779	137.778037831807	AUKLP	2018-01-31 12:10:13.2300000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUKOI	Koolan Island	-16.131541	123.7573596	AUKOI	2018-03-23 07:17:44.5200000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUKRB	Karumba	-17.4679112178798	140.846927631895	AUKRB	2018-01-31 12:03:29.8100000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUKUR	Kurnell	-33.99725091	151.21035531	AUKUR	2018-01-31 11:59:52.9800000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUKWI	Kwinana	-32.18906967	115.76933384	AUKWI	2018-05-03 02:47:49.5800000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AULIV	Liverpool	-33.928396	150.927237	AULIV	2018-01-31 12:13:04.7000000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AULST	Launceston	-41.4404691178396	147.12988057113	AULST	2018-01-31 12:09:04.3900000	9999-12-31 23:59:59.9900000	Australia/Hobart	False	\N	AUS
AULUC	Lucinda	-18.5281158	146.3314208	AULUC	2018-03-23 07:32:51.5400000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUMEL	Melbourne	-37.82613296	144.89548445	AUMEL	2018-01-31 12:14:15.4500000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUMKY	Mackay	-21.15	149.2	AUMKY	2018-03-23 08:01:54.1700000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUMOU	Mourilyan	-17.599979	146.120865	AUMOU	2018-03-23 08:05:54.8600000	9999-12-31 23:59:59.9900000	Australia/Queensland	False	\N	AUS
AUNGH	Nganhurra	-21.4881965993217	114.00111779567	AUNGH	2018-01-31 12:10:07.8300000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUNTL	Newcastle	-32.8929	151.7582	AUNTL	2018-01-31 12:15:32.8400000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUONS	Onslow	-21.6612963276991	115.079993031863	AUONS	2018-01-31 12:15:56.1600000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUPAU	Models.Port Arthur	-43.14353	147.853846	AUPAU	2018-03-23 08:15:56.8900000	9999-12-31 23:59:59.9900000	Australia/Hobart	False	\N	AUS
AUPEA	Penneshaw	-35.7162210620983	137.945882416566	AUPEA	2018-01-31 12:08:43.9800000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUPEX	Exmouth	-22.3466920544702	114.133874369026	AUPEX	2018-01-31 12:05:26.0900000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUPGI	Models.Port Giles	-35.05	138	AUPGI	2018-04-04 05:45:33.1800000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUPHE	Models.Port Hedland	-20.31403941	118.57171588	AUPHE	2018-01-31 12:01:41.6800000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUPKL	Models.Port Kembla	-34.4615527201368	150.894918092361	AUPKL	2018-01-31 12:12:08.2800000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUPLA	Models.Port Latta	-40.8552934999999	145.3827434	AUPLA	2018-01-31 11:59:13.5100000	9999-12-31 23:59:59.9900000	Australia/Hobart	False	\N	AUS
AUPLO	Models.Port Lincoln	-34.7195321	135.8574623	AUPLO	2018-04-04 05:58:35.5000000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUPTJ	Portland	-38.350249	141.615195	AUPTJ	2018-01-31 11:59:33.9800000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUPWL	Models.Port Walcott	-20.596951	117.172868	AUPWL	2018-01-31 12:11:58.4800000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUPYE	Pyrenee (FPSO)	-21.5452908501797	114.120120971831	AUPYE	2018-01-31 12:03:35.7400000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUQDN	Eden	-37.050714274969	149.90384337951	AUQDN	2018-01-31 12:03:30.4800000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AURHM	Richmond	-37.8333333333333	145	AURHM	2018-01-31 12:12:18.3300000	9999-12-31 23:59:59.9900000	Australia/Melbourne	False	\N	AUS
AUSPB	Spring Bay	-42.5397654465819	147.926380777638	AUSPB	2018-01-31 12:05:56.7100000	9999-12-31 23:59:59.9900000	Australia/Hobart	False	\N	AUS
AUSYD	Sydney	-33.83821458	151.18550867	AUSYD	2018-01-31 11:57:19.9800000	9999-12-31 23:59:59.9900000	Australia/Sydney	False	\N	AUS
AUTCB	Tin Can	-25.9	153	AUTCB	2018-01-31 12:13:30.6100000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUTHE	Thevenard	-32.1345005	133.6464995	AUTHE	2018-04-04 06:14:39.2800000	9999-12-31 23:59:59.9900000	Australia/South	False	\N	AUS
AUTST	test	4	7	AUTST	2018-01-31 12:13:30.8700000	9999-12-31 23:59:59.9900000	Australia/Hobart	True	AUTSV	AUS
AUTSV	Townsville	-19.24980893	146.83469407	AUTSV	2018-01-31 12:11:50.1100000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUVGH	Ningaloo Vision FPSO (Van Gogh)	-21.3894221199563	114.095389928389	AUVGH	2018-01-31 12:02:37.8400000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AUVHR	Victor Harbour	-35.5566160983344	138.626698212743	AUVHR	2018-01-31 12:04:54.1800000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUWAL	Wallaroo	-33.931984	137.6284649	AUWAL	2018-04-04 06:26:41.2300000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUWEI	Weipa	-12.6997635276767	141.729864413923	AUWEI	2018-01-31 12:03:29.1800000	9999-12-31 23:59:59.9900000	Australia/Brisbane	False	\N	AUS
AUWEP	Westernport	-38.36894899	145.21642685	AUWEP	2018-01-31 11:58:18.0400000	9999-12-31 23:59:59.9900000	Australia/Melbourne	False	\N	AUS
AUWMB	Warrnambool	-38.3962586891771	142.479581952787	AUWMB	2018-01-31 12:08:56.7800000	9999-12-31 23:59:59.9900000	Australia/Melbourne	False	\N	AUS
AUWYA	Whyalla	-33.0343994	137.5849148	AUWYA	2018-04-04 06:30:41.9300000	9999-12-31 23:59:59.9900000	Australia/Adelaide	False	\N	AUS
AUWYD	Wyndham	-36.9166666666666	149.633333333333	AUWYD	2018-02-26 01:47:52.6600000	9999-12-31 23:59:59.9900000	Australia/Sydney	True	AUWYN	AUS
AUWYN	Wyndham	-15.4367146716334	128.096530290307	AUWYN	2018-02-26 01:46:52.3900000	9999-12-31 23:59:59.9900000	Australia/Perth	False	\N	AUS
AWAUA	Aruba	12.47543	-69.97541	AWAUA	2018-04-04 06:35:42.7900000	9999-12-31 23:59:59.9900000	America/Aruba	False	\N	ABW
BBBGI	Bridgetown	13.10596364	-59.63055968	BBBGI	2018-01-31 11:55:44.1800000	9999-12-31 23:59:59.9900000	America/Barbados	False	\N	BRB
BDCGP	Chittagong	22.0714471831737	91.7506889056142	BDCGP	2018-01-31 12:04:17.2000000	9999-12-31 23:59:59.9900000	Asia/Dhaka	False	\N	BGD
BDMGL	Mongla	22.3815686400074	89.6053561428584	BDMGL	2018-01-31 12:15:07.4200000	9999-12-31 23:59:59.9900000	Asia/Dhaka	False	\N	BGD
BEANR	Antwerp	51.30249	4.3114605	BEANR	2018-01-31 11:55:31.3200000	9999-12-31 23:59:59.9900000	Europe/Brussels	False	\N	BEL
BEBEA	Beaumont	50.2166666666666	4.23333333333333	BEBEA	2018-01-31 12:13:26.9800000	9999-12-31 23:59:59.9900000	Europe/Brussels	False	\N	BEL
BEBGS	Bruges	51.2325755948847	3.22069078494901	BEBGS	2018-01-31 12:04:34.9200000	9999-12-31 23:59:59.9900000	Europe/Brussels	False	\N	BEL
BEFEY	Feluy	50.56205	4.250273	BEFEY	2018-01-31 12:00:17.5400000	9999-12-31 23:59:59.9900000	Europe/Brussels	False	\N	BEL
BEFLO	Floreffe	50.4143710091212	4.74689899353795	BEFLO	2018-01-31 12:03:20.7900000	9999-12-31 23:59:59.9900000	Europe/Brussels	False	\N	BEL
BEGNE	Ghent	51.119525	3.7662765	BEGNE	2018-01-31 12:00:50.5600000	9999-12-31 23:59:59.9900000	Europe/Brussels	False	\N	BEL
BELGG	Liege	50.616241	5.564334	BELGG	2018-01-31 11:56:59.6200000	9999-12-31 23:59:59.9900000	Europe/Brussels	False	\N	BEL
